"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","18/1647","48/18870",4.51277904603482e-08,6.01031728614299e-06,4.81584020507096e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","18/1647","48/18870",4.51277904603482e-08,6.01031728614299e-06,4.81584020507096e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","18/1647","48/18870",4.51277904603482e-08,6.01031728614299e-06,4.81584020507096e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","18/1647","48/18870",4.51277904603482e-08,6.01031728614299e-06,4.81584020507096e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:2000573","BP","GO:2000573","positive regulation of DNA biosynthetic process","22/1647","69/18870",4.60678381666555e-08,6.01031728614299e-06,4.81584020507096e-06,"ACD/CCT3/CCT4/DKC1/RFC3/CCT6A/MYC/RFC4/CHTF18/PDGFRB/RGCC/PCNA/NEK2/AURKB/ATR/CCNA2/NOX4/GREM1/PKIB/KLF4/PARM1/CTNNB1",22
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","20/1647","59/18870",5.90153630714002e-08,7.35831488272477e-06,5.89593975936978e-06,"UBE2C/TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/DLGAP5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",20
"GO:0000075","BP","GO:0000075","cell cycle checkpoint signaling","41/1647","192/18870",5.93810597323195e-08,7.35831488272477e-06,5.89593975936978e-06,"TRIP13/PRPF19/CCND1/MAD2L2/TTI1/NUF2/DTL/NABP2/BLM/CDK1/BUB1/CCNB1/TIMELESS/SPC25/DONSON/BUB1B/CDC45/AURKB/PLK1/PRKDC/ATR/BRCA2/CHEK1/BARD1/MRE11/H2AX/BRCA1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/CDT1/ZWILCH/TIPIN/CDC6/PROX1/CDKN1A/DUSP1/MUC1",41
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition","75/1647","456/18870",6.01599581622873e-08,7.35831488272477e-06,5.89593975936978e-06,"CDK4/UBE2C/CDC25B/FAM83D/TRIP13/CDCA5/PRPF19/CCND1/MAD2L2/TTI1/ANLN/NUF2/DTL/NABP2/BLM/CDK1/RRM2/BUB1/CCNB1/TIMELESS/AURKA/SPC25/DONSON/RGCC/BUB1B/KIF14/CDC45/AURKB/PLK1/PRKDC/ATR/BRCA2/CHEK1/BARD1/MRE11/HECW2/H2AX/BRCA1/MAD2L1/DBF4/FBXO5/DLGAP5/TTK/CDC20/KNTC1/ZFP36L1/EZH2/CDCA8/CDC25C/E2F7/NDC80/CDT1/ZWILCH/UBD/TIPIN/CDC6/PROX1/STIL/CENPE/CDC25A/DACT1/CCND2/CDC14A/APPL2/KLF4/CDKN2B/CDKN1A/TMOD3/VPS4B/ZNF655/GPR15LG/FHL1/DUSP1/HSPA2/MUC1",75
"GO:0001701","BP","GO:0001701","in utero embryonic development","67/1647","392/18870",6.91381997030229e-08,8.28388511135607e-06,6.63756422068334e-06,"BYSL/CEBPB/RPL7L1/TEAD4/NCAPG2/JAG2/NMT1/RCN1/ATP11A/TRIM28/PLOD3/RRM2/CCNB1IP1/POLB/CCNB1/RPGRIP1L/FKBP10/GINS1/WNT2/NEK2/EDNRA/BRCA2/CHEK1/STK3/MSX1/ASCL2/CCNB2/ZFP36L1/CHD7/E2F7/SALL4/NOS3/TWIST1/LIF/PSPH/COL3A1/STIL/FOSL1/FOXC1/ADA/BMP7/PLPP4/IGF2/SLC25A34/SLC25A20/TMEM100/BMP5/CPT2/GNA13/KLF4/HSD17B2/BMP2/PLCD3/PTPRR/ADCY9/MBNL1/ACVR1C/CAPN2/EGLN1/CITED2/KRT19/FGFR2/KRT8/MAN2A1/TENT5C/IGF1/CTNNB1",67
"GO:0007051","BP","GO:0007051","spindle organization","42/1647","202/18870",9.09329694052762e-08,1.04125996450254e-05,8.34322276553236e-06,"TPX2/NUP62/CKAP5/MAP1S/NTMT1/KIF4A/NUF2/AUNIP/PRC1/TUBG1/KIF23/CCNB1/MZT1/AURKA/SPC25/RAE1/KNSTRN/NEK2/AURKB/PLK1/ASPM/MYBL2/INTS13/PSRC1/RACGAP1/CCNB2/FBXO5/DLGAP5/TTK/CDC20/CDCA8/NDC80/KIF11/GPSM2/ATRX/STIL/CENPE/FLNA/CHMP1B/EZR/VPS4B/GNAI1",42
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","18/1647","50/18870",9.40719263530858e-08,1.04125996450254e-05,8.34322276553236e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","18/1647","50/18870",9.40719263530858e-08,1.04125996450254e-05,8.34322276553236e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","18/1647","50/18870",9.40719263530858e-08,1.04125996450254e-05,8.34322276553236e-06,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",18
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","62/1647","355/18870",9.57725056772902e-08,1.04125996450254e-05,8.34322276553236e-06,"CDK4/UBE2C/CDC25B/TRIP13/CDCA5/CCND1/MAD2L2/ANLN/NUF2/DTL/NABP2/BLM/CDK1/RRM2/BUB1/CCNB1/AURKA/SPC25/DONSON/RGCC/BUB1B/KIF14/AURKB/PLK1/PRKDC/CHEK1/BARD1/MRE11/HECW2/BRCA1/MAD2L1/FBXO5/DLGAP5/TTK/CDC20/KNTC1/ZFP36L1/EZH2/CDCA8/CDC25C/E2F7/NDC80/ZWILCH/UBD/CDC6/STIL/CENPE/CDC25A/DACT1/CCND2/CDC14A/APPL2/KLF4/CDKN2B/CDKN1A/TMOD3/VPS4B/ZNF655/FHL1/DUSP1/HSPA2/MUC1",62
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition","52/1647","277/18870",9.85650231461119e-08,1.0521368198015e-05,8.43037489837271e-06,"TRIP13/PRPF19/CCND1/MAD2L2/TTI1/NUF2/DTL/NABP2/BLM/CDK1/BUB1/CCNB1/TIMELESS/SPC25/DONSON/RGCC/BUB1B/CDC45/AURKB/PLK1/PRKDC/ATR/BRCA2/CHEK1/BARD1/MRE11/H2AX/BRCA1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/ZFP36L1/EZH2/CDCA8/E2F7/NDC80/CDT1/ZWILCH/TIPIN/CDC6/PROX1/DACT1/KLF4/CDKN2B/CDKN1A/ZNF655/GPR15LG/FHL1/DUSP1/MUC1",52
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","41/1647","196/18870",1.08254702172674e-07,1.12398419819242e-05,9.00606080148086e-06,"TRIP13/CCND1/MAD2L2/NUF2/DTL/NABP2/BLM/CDK1/BUB1/CCNB1/SPC25/DONSON/RGCC/BUB1B/AURKB/PLK1/PRKDC/CHEK1/BARD1/MRE11/BRCA1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/ZFP36L1/EZH2/CDCA8/E2F7/NDC80/ZWILCH/CDC6/DACT1/KLF4/CDKN2B/CDKN1A/ZNF655/FHL1/DUSP1/MUC1",41
"GO:0051303","BP","GO:0051303","establishment of chromosome localization","28/1647","108/18870",1.09124679436158e-07,1.12398419819242e-05,9.00606080148086e-06,"BOD1/RRS1/NUP62/FAM83D/CDCA5/MAP1S/KIF2C/NUF2/CCNB1/SPC25/KNSTRN/KIF14/NEK2/AURKB/ECT2/PSRC1/RACGAP1/KNTC1/CDCA8/KIF18A/NDC80/CDT1/ZWILCH/CENPE/GEM/CHMP1B/KAT2B/VPS4B",28
"GO:0006066","BP","GO:0006066","alcohol metabolic process","64/1647","373/18870",1.17016994952733e-07,1.18449444373706e-05,9.49090654162912e-06,"GALK1/SORD/DKK3/DGAT2/DHCR7/SULT2B1/PCSK9/CEL/ALDH1A3/AQP8/P2RY1/SCNN1B/PRKG2/RDH5/NAAA/SULT1A2/RETSAT/GBA2/GDPD3/DHDDS/DHRS9/BMP5/SULT1A1/SULT1B1/ADH1B/LIMA1/CLCN2/NR1H4/PLPP1/BMP2/AKR1B10/GPD2/APOBR/SMPD1/UGT1A3/ITPKA/IDH3A/MOGAT2/HSD11B2/ADH1C/SULT1A3/ABCA5/INPP5A/ACADVL/EPHX2/IMPA1/ACSS2/ADH1A/PCK1/VLDLR/AKR1C2/CYP2C18/GK/RDH13/HMGCS2/TPK1/NAPEPLD/TTC39B/SGPP1/ADH6/AKR1C3/SGPP2/CYP3A5/IGF1",64
"GO:0001523","BP","GO:0001523","retinoid metabolic process","24/1647","84/18870",1.20842925292898e-07,1.20248951592305e-05,9.63509425751935e-06,"PRMT3/LRP8/DGAT2/CEL/ALDH1A3/CYP2S1/RBP1/UGT1A8/RDH5/RETSAT/DHRS9/ADH1B/AKR1B10/UGT1A9/UGT1A3/UGT1A1/ADH1C/ADH1A/CYP2C18/RDH13/NAPEPLD/ADH6/AKR1C3/CYP3A5",24
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint signaling","17/1647","46/18870",1.3703758388304e-07,1.29765750802795e-05,1.03976394290884e-05,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",17
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint signaling","17/1647","46/18870",1.3703758388304e-07,1.29765750802795e-05,1.03976394290884e-05,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",17
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint signaling","17/1647","46/18870",1.3703758388304e-07,1.29765750802795e-05,1.03976394290884e-05,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",17
"GO:0001889","BP","GO:0001889","liver development","33/1647","142/18870",1.42916521232205e-07,1.33184586691155e-05,1.06715778343646e-05,"SLC7A5/CEBPB/SOX9/MET/CSNK2A2/CCND1/CLDN1/RPGRIP1L/AURKA/PNPT1/PCNA/ITGA2/EZH2/E2F7/PROX1/PCSK9/ADA/IL6/UGT1A8/CEACAM1/CDKN2B/UGT1A9/UGT1A1/UGT1A10/RARA/ARF6/CPT1A/PCK1/CITED2/ACADM/HMGCS2/MAN2A1/OTC",33
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","20/1647","62/18870",1.50612642741626e-07,1.38080206784004e-05,1.10638453794783e-05,"UBE2C/TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/FBXO5/DLGAP5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",20
"GO:0050000","BP","GO:0050000","chromosome localization","29/1647","116/18870",1.52873674688473e-07,1.38080206784004e-05,1.10638453794783e-05,"BOD1/RRS1/NUP62/FAM83D/CDCA5/MAP1S/KIF2C/NUF2/CCNB1/SPC25/KNSTRN/KIF14/NEK2/AURKB/ECT2/PSRC1/RACGAP1/DLGAP5/KNTC1/CDCA8/KIF18A/NDC80/CDT1/ZWILCH/CENPE/GEM/CHMP1B/KAT2B/VPS4B",29
"GO:0071466","BP","GO:0071466","cellular response to xenobiotic stimulus","40/1647","192/18870",1.72832498199012e-07,1.53742363170667e-05,1.23187948078371e-05,"ABCC1/SLC29A1/MCM7/EHMT2/MYC/PCNA/DPEP1/GSTP1/ADA/CYP2S1/SLCO1B3/UGT1A8/SULT1A2/SULT1A1/FMO4/SULT1B1/UGT2B15/TLR3/UGT1A9/UGT1A6/UGT1A3/UGT1A1/UGT2B17/UGT1A10/SULT1A3/TPMT/NAT1/ADIPOQ/NAT2/UGT2B28/CYP4F12/CES2/CYP2C18/BCHE/CMBL/ABCB1/SLC28A2/NCEH1/CYP3A5/NR1I2",40
"GO:0001503","BP","GO:0001503","ossification","72/1647","444/18870",1.94981697924387e-07,1.70340786141269e-05,1.36487637408732e-05,"IARS1/CBFB/SND1/CEBPB/RSL1D1/FBL/SOX9/COL1A1/HSPE1/IFITM1/FASN/CTHRC1/ANO6/DDX21/SEMA4D/COL11A1/COL5A2/COL1A2/ECM1/WNT5A/STC1/FSTL3/FBXO5/LTBP3/VCAN/TWIST1/COL6A1/IGFBP3/FOXC1/MSX2/CDH11/CCN4/COMP/TNC/MIR18A/SNX10/CTSK/BMP4/BMP7/LOX/TNFAIP6/IL6/BAMBI/ASPN/IGF2/GREM1/BMP3/CLEC3B/GDPD2/IL6R/BMP5/TP53INP2/PTGER4/BMP2/TMT1A/SLC20A2/SORT1/FFAR4/SLC26A2/ATP2B1/LGR4/CHRDL1/TENT5A/TRPM4/MAP2K6/FGFR2/TNFRSF11A/PPARG/RRAS2/SATB2/IGF1/CTNNB1",72
"GO:0031577","BP","GO:0031577","spindle checkpoint signaling","17/1647","47/18870",1.97294727603582e-07,1.70340786141269e-05,1.36487637408732e-05,"TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/DUSP1",17
"GO:0098754","BP","GO:0098754","detoxification","35/1647","158/18870",2.12388834605611e-07,1.80715195357905e-05,1.44800259626617e-05,"PRDX4/GSTP1/NOS3/PXDN/H19/SOD3/GPX7/GPX8/BMP7/SLC30A10/ABCG2/AQP8/PRDX6/SLC22A5/MT1M/HBG1/AKR1B10/HBG2/MT1F/MT1G/MT1HL1/MT1H/MT1E/CD36/MT1X/HBA2/HBA1/MT2A/GSR/SLC22A18/TP53INP1/ABCB1/MUC2/GPX3/FABP1",35
"GO:0050900","BP","GO:0050900","leukocyte migration","66/1647","396/18870",2.26326769044155e-07,1.89823494436891e-05,1.52098395617794e-05,"CD81/MIF/ANO6/TRPM2/THY1/DPEP1/PGF/ECM1/WNT5A/CXCL8/ITGA2/PLVAP/CXCL1/ASCL2/CXCL3/NOD2/SLC12A2/CALR/SPNS2/EMILIN1/ADA/CXCL10/TREM1/TNFAIP6/IL6/CXCL6/CXCL11/CXCL9/GREM1/CCL23/MMP28/ADTRP/CD177/EDN3/MCOLN2/IL6R/P2RX4/BMP5/VEGFD/LGALS3/CHGA/F2RL1/RIPK3/PTGER4/LYVE1/CCL14/CCL28/MCU/BDKRB1/BSG/CCL15/WASL/SCG2/HMOX1/TRPM4/ST3GAL4/MTUS1/GPR15LG/TNFRSF11A/S100A14/NKX2-3/KIT/DUSP1/CCL19/CXCL13/VAV3",66
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","40/1647","194/18870",2.30991713411854e-07,1.91007373160703e-05,1.5304699291884e-05,"NAT10/ACD/CCT3/CCT4/NHP2/DKC1/RFC3/POLD2/CCT6A/MAD2L2/MYC/RFC4/DTL/POLB/CHTF18/PDGFRB/JADE3/RGCC/PCNA/NEK2/AURKB/POLA1/ATR/CHEK1/MRE11/CCNA2/POLE2/PCLAF/DACH1/NOX4/LOX/GREM1/TEP1/PKIB/KLF4/PARM1/POLD4/ADIPOQ/CDKN1A/CTNNB1",40
"GO:0061008","BP","GO:0061008","hepaticobiliary system development","33/1647","145/18870",2.40893199803301e-07,1.96428330006275e-05,1.57390600865636e-05,"SLC7A5/CEBPB/SOX9/MET/CSNK2A2/CCND1/CLDN1/RPGRIP1L/AURKA/PNPT1/PCNA/ITGA2/EZH2/E2F7/PROX1/PCSK9/ADA/IL6/UGT1A8/CEACAM1/CDKN2B/UGT1A9/UGT1A1/UGT1A10/RARA/ARF6/CPT1A/PCK1/CITED2/ACADM/HMGCS2/MAN2A1/OTC",33
"GO:0016101","BP","GO:0016101","diterpenoid metabolic process","24/1647","87/18870",2.49508800628906e-07,2.00666598423604e-05,1.60786565250264e-05,"PRMT3/LRP8/DGAT2/CEL/ALDH1A3/CYP2S1/RBP1/UGT1A8/RDH5/RETSAT/DHRS9/ADH1B/AKR1B10/UGT1A9/UGT1A3/UGT1A1/ADH1C/ADH1A/CYP2C18/RDH13/NAPEPLD/ADH6/AKR1C3/CYP3A5",24
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","67/1647","407/18870",2.93521071260845e-07,2.32873271536814e-05,1.86592555827129e-05,"TRIP13/CCNF/PRPF19/CCND1/MAD2L2/TTI1/NUF2/DTL/NABP2/BLM/CDK1/BUB1/IPO5/CCNB1/TIMELESS/SPC25/DONSON/RGCC/BUB1B/CDC45/NEK2/AURKB/PLK1/PRKDC/ATR/BRCA2/CHEK1/BARD1/MRE11/H2AX/BRCA1/MAD2L1/FBXO5/TTK/CDC20/KNTC1/ZFP36L1/EZH2/CDCA8/E2F7/NDC80/CDT1/ZWILCH/TIPIN/LIF/CDC6/ATRX/PROX1/FOXC1/BMP4/BMP7/FZD3/DACT1/BRINP3/KLF4/CDKN2B/BMP2/HPGD/KAT2B/NHERF1/CDKN1A/ZNF655/GPR15LG/FHL1/DUSP1/CTNNB1/MUC1",67
"GO:0000086","BP","GO:0000086","G2/M transition of mitotic cell cycle","32/1647","140/18870",3.28718976551169e-07,2.55641219692429e-05,2.04835652637938e-05,"CDK4/CDC25B/CCND1/MELK/DTL/NABP2/BLM/CDK1/FOXM1/SKP2/CCNB1/AURKA/DONSON/KIF14/AURKB/PLK1/CHEK1/BARD1/MRE11/BRCA1/CCNA2/FBXO5/CDC25C/CDC6/NES/CDC25A/TPD52L1/CDKN1A/VPS4B/ABCB1/FHL1/HSPA2",32
"GO:0070482","BP","GO:0070482","response to oxygen levels","59/1647","343/18870",3.32031051756354e-07,2.55641219692429e-05,2.04835652637938e-05,"AJUBA/SLC7A5/HILPDA/SLC29A1/COL1A1/MYC/PLAU/LONP1/PLOD1/POLB/RGCC/ANGPT2/PMAIP1/EDNRA/PGF/SUV39H2/STC1/STC2/ITGA2/CCNA2/ASCL2/ZFP36L1/PDPN/DDIT4/KCNJ8/TWIST1/LIF/GUCY1B1/ADA/SOD3/BMP7/CA9/GUCY1A1/VEGFD/SLC1A1/BMP2/ATP6V0D1/PINK1/HSD11B2/FAM162A/LPAR1/EGLN3/ADIPOQ/CAPN2/CDKN1A/EGLN1/PCK1/CITED2/CLCA1/CPEB2/HMOX1/FGFR2/HK2/MB/FAS/FABP1/PPARG/FOS/CD24",59
"GO:0006268","BP","GO:0006268","DNA unwinding involved in DNA replication","11/1647","21/18870",3.35281449775457e-07,2.55641219692429e-05,2.04835652637938e-05,"TWNK/MCM3/MCM7/MCM6/MCM2/GINS3/HMGA1/BLM/GINS1/CDC45/MCM4",11
"GO:0001649","BP","GO:0001649","osteoblast differentiation","48/1647","257/18870",3.54412603609523e-07,2.66763640486091e-05,2.13747628276783e-05,"IARS1/CBFB/SND1/CEBPB/RSL1D1/FBL/SOX9/COL1A1/HSPE1/IFITM1/FASN/CTHRC1/DDX21/SEMA4D/FBXO5/VCAN/TWIST1/COL6A1/IGFBP3/MSX2/CCN4/TNC/MIR18A/BMP4/BMP7/LOX/TNFAIP6/IL6/BAMBI/IGF2/GREM1/BMP3/GDPD2/IL6R/TP53INP2/BMP2/TMT1A/FFAR4/LGR4/TENT5A/TRPM4/MAP2K6/FGFR2/PPARG/RRAS2/SATB2/IGF1/CTNNB1",48
"GO:0008608","BP","GO:0008608","attachment of spindle microtubules to kinetochore","17/1647","49/18870",3.95070905996938e-07,2.91858461435129e-05,2.33855160360665e-05,"BOD1/KIF2C/NUF2/CCNB1/SPC25/KNSTRN/NEK2/AURKB/ECT2/RACGAP1/KNTC1/CDCA8/NDC80/CDT1/ZWILCH/CENPE/KAT2B",17
"GO:0009636","BP","GO:0009636","response to toxic substance","48/1647","258/18870",3.99247779726096e-07,2.91858461435129e-05,2.33855160360665e-05,"PRDX4/EHMT2/CLDN1/CDK1/GSTP1/NOS3/PXDN/INHBB/H19/SOD3/GPX7/GPX8/BMP7/SLC30A10/TRPM6/ABCG2/AQP8/NHERF4/PRDX6/SLC22A5/MT1M/SLC23A1/HBG1/AKR1B10/HBG2/PINK1/MT1F/MT1G/MT1HL1/MT1H/MT1E/EPHX2/CDKN1A/CD36/MT1X/HBA2/HBA1/MT2A/GSR/CDH1/SLC22A18/TP53INP1/ABCB1/MUC2/GPX3/FABP1/FOS/GUCY2C",48
"GO:0044839","BP","GO:0044839","cell cycle G2/M phase transition","34/1647","155/18870",4.02666247253372e-07,2.91858461435129e-05,2.33855160360665e-05,"CDK4/CDC25B/CCND1/MELK/DTL/NABP2/BLM/CDK1/FOXM1/SKP2/CCNB1/AURKA/DONSON/KIF14/AURKB/PLK1/CHEK1/BARD1/MRE11/BRCA1/CCNA2/CCNB2/FBXO5/CDC25C/NDC80/CDC6/NES/CDC25A/TPD52L1/CDKN1A/VPS4B/ABCB1/FHL1/HSPA2",34
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint signaling","32/1647","142/18870",4.62027158039936e-07,3.3080017620152e-05,2.65057685401858e-05,"TRIP13/CCND1/MAD2L2/NUF2/DTL/NABP2/BLM/CDK1/BUB1/CCNB1/SPC25/DONSON/BUB1B/AURKB/PLK1/PRKDC/CHEK1/BARD1/MRE11/BRCA1/MAD2L1/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/TIPIN/CDC6/CDKN1A/DUSP1/MUC1",32
"GO:2000241","BP","GO:2000241","regulation of reproductive process","41/1647","207/18870",5.06968373962174e-07,3.58603773919509e-05,2.873356579882e-05,"TIMP1/PRDX4/ANAPC1/CDC25B/TRIP13/SOX9/WDR77/AURKA/ASPM/INTS13/WNT5A/STK3/MSX1/SULF1/FBXO5/TTK/CDC20/RAD51AP1/CDC25C/STXBP1/CALR/LIF/INHBB/MSX2/ADA/CDC25A/BMP4/BMP7/TEX11/P2RY1/HPGDS/PLA2G10/ACVR1C/VIP/CITED2/DEFB1/YTHDF3/KIT/DUSP1/IGF1/CTNNB1",41
"GO:0002685","BP","GO:0002685","regulation of leukocyte migration","44/1647","230/18870",5.42757907949001e-07,3.79349009234355e-05,3.03958031406527e-05,"CD81/MIF/ANO6/THY1/PGF/ECM1/WNT5A/CXCL8/ITGA2/PLVAP/ASCL2/NOD2/CALR/SPNS2/EMILIN1/ADA/CXCL10/TNFAIP6/IL6/GREM1/MMP28/ADTRP/EDN3/IL6R/P2RX4/BMP5/VEGFD/LGALS3/F2RL1/RIPK3/PTGER4/LYVE1/CCL28/MCU/BDKRB1/WASL/HMOX1/ST3GAL4/MTUS1/GPR15LG/S100A14/DUSP1/CCL19/CXCL13",44
"GO:2000278","BP","GO:2000278","regulation of DNA biosynthetic process","28/1647","117/18870",6.543363354606e-07,4.51742592575884e-05,3.61964275111677e-05,"NAT10/ACD/CCT3/CCT4/DKC1/RFC3/CCT6A/MYC/RFC4/CHTF18/PDGFRB/JADE3/RGCC/PCNA/NEK2/AURKB/ATR/CHEK1/CCNA2/DACH1/NOX4/GREM1/PKIB/KLF4/PARM1/ADIPOQ/CDKN1A/CTNNB1",28
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","26/1647","104/18870",6.61724799208414e-07,4.51742592575884e-05,3.61964275111677e-05,"UBE2C/ANAPC1/TRIP13/MAD2L2/NUF2/CDK1/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/HECW2/MAD2L1/FBXO5/DLGAP5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/CDC6/CENPE/KAT2B/DUSP1",26
"GO:0006721","BP","GO:0006721","terpenoid metabolic process","25/1647","98/18870",7.17949028607669e-07,4.84491809994899e-05,3.88204985946482e-05,"PRMT3/LRP8/DGAT2/CEL/ALDH1A3/CYP2S1/RBP1/UGT1A8/RDH5/RETSAT/DHRS9/ADH1B/AKR1B10/UGT1A9/UGT1A3/UGT1A1/ADH1C/ADH1A/CYP2C18/RDH13/HMGCS2/NAPEPLD/ADH6/AKR1C3/CYP3A5",25
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","9/1647","15/18870",8.85937873683568e-07,5.89713540055033e-05,4.72515183552688e-05,"RFC3/MCM3/MCM7/POLD2/RFC4/GINS1/PCNA/POLA1/MCM4",9
"GO:0007080","BP","GO:0007080","mitotic metaphase chromosome alignment","18/1647","57/18870",8.93961932633247e-07,5.89713540055033e-05,4.72515183552688e-05,"BOD1/RRS1/NUP62/CDCA5/KIF2C/NUF2/CCNB1/KIF14/AURKB/PSRC1/CDCA8/KIF18A/NDC80/CDT1/CENPE/CHMP1B/KAT2B/VPS4B",18
"GO:0032963","BP","GO:0032963","collagen metabolic process","26/1647","106/18870",9.81822569125321e-07,6.40475589259418e-05,5.13188896072639e-05,"COL1A1/PLOD3/P3H1/SERPINH1/RGCC/COL1A2/ITGA2/COL5A1/FAP/MMP7/P3H4/MMP1/MMP11/MMP3/MMP9/EMILIN1/CTSK/BMP4/PCOLCE/MMP12/IL6/KLK6/MMP10/MMP28/CTSS/P3H2",26
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","24/1647","94/18870",1.17091132788056e-06,7.55430813844702e-05,6.05298175164631e-05,"UBE2C/ANAPC1/TRIP13/MAD2L2/NUF2/BUB1/CCNB1/SPC25/BUB1B/AURKB/PLK1/HECW2/MAD2L1/FBXO5/DLGAP5/TTK/CDC20/KNTC1/CDCA8/NDC80/ZWILCH/CDC6/CENPE/DUSP1",24
"GO:0031100","BP","GO:0031100","animal organ regeneration","19/1647","64/18870",1.29261140983584e-06,8.24882781211546e-05,6.60947413107137e-05,"SLC7A5/CEBPB/ATIC/CSNK2A2/CCND1/CLDN1/CDK1/AURKA/ANGPT2/PNPT1/PCNA/CCNA2/EZH2/NNMT/ANXA3/IL6/UGT1A1/CPT1A/CDKN1A",19
